Flight_Date,Airline,Flight_Number,Origin_Airport,Destination_Airport,Scheduled_Departure_Hour,Scheduled_Departure_Minute,Day_of_Week,Month,Is_Weekend,Peak_Hour,Weather,Temperature_C,Humidity_pct,Wind_Speed_kmh,Visibility_km,Rainfall_mm,Cloud_Cover_pct,Origin_Congestion_Index,Previous_Flight_Delay_Minutes,Turnaround_Risk_Index,Departure_Delay,Delay_Target
2025-11-09,Air India Express,AI2893,HBX,DEL,7,52,6,11,1,1,Rain,24.1,62.1,1.6,10.2,3.0,29.4,77.3,2,31.6,55,1
2025-12-15,IndiGo,IN4484,BOM,MAA,15,44,0,12,0,0,Clear/Partly Cloudy,20.8,59.3,9.8,7.3,0.0,20.9,53.1,2,32.1,34,1
2023-02-07,Air India,AI6333,ATQ,BOM,5,52,1,2,0,0,Rain,21.0,46.6,8.2,9.9,4.8,15.0,25.8,0,17.5,0,0
2023-02-20,Air India,AI7923,CCU,BOM,8,48,0,2,0,1,Clear/Partly Cloudy,19.5,62.1,5.0,10.2,2.3,25.1,96.4,2,37.3,53,1
2024-01-30,IndiGo,IN397,BOM,COK,7,9,1,1,0,1,Rain,16.1,59.7,9.6,10.4,4.7,33.1,81.3,2,31.4,47,1
2023-02-18,IndiGo,IN9406,BOM,CCU,6,18,5,2,1,0,Clear/Partly Cloudy,22.2,69.2,11.5,9.9,0.0,27.8,74.2,2,35.0,35,1
2025-04-11,IndiGo,IN7835,DEL,BOM,10,19,4,4,0,1,Clear/Partly Cloudy,29.4,65.2,3.7,8.6,0.0,40.8,83.4,7,49.1,43,1
2024-06-10,Air India,AI2786,COK,BLR,22,38,0,6,0,0,Clear/Partly Cloudy,31.2,54.8,1.9,8.5,0.0,29.6,66.6,2,27.7,44,1
2023-04-10,SpiceJet,SP2932,VGA,HYD,5,48,0,4,0,0,Clear/Partly Cloudy,30.2,55.3,9.5,11.2,0.0,15.5,51.6,10,34.4,37,1
2025-08-20,Air India,AI2565,AMD,CCU,6,2,2,8,0,0,Clear/Partly Cloudy,38.1,56.4,12.5,12.4,0.0,18.7,82.4,3,38.1,48,1
2024-08-07,IndiGo,IN9385,HYD,BOM,15,48,2,8,0,0,Clear/Partly Cloudy,33.3,57.5,0.8,9.8,0.7,20.6,67.9,14,37.6,60,1
2025-12-23,Air India,AI6336,BLR,COK,23,23,1,12,0,0,Clear/Partly Cloudy,23.9,59.2,4.2,11.8,0.1,21.8,76.7,17,44.5,45,1
2025-05-19,SpiceJet,SP7539,DEL,COK,8,12,0,5,0,1,Clear/Partly Cloudy,24.8,64.3,3.0,10.3,1.5,23.8,93.0,12,44.9,57,1
2023-05-07,Alliance Air,AL3029,COK,CJB,16,15,6,5,1,0,Clear/Partly Cloudy,28.9,50.1,7.9,10.0,0.6,8.3,58.0,2,30.9,0,0
2023-03-29,Air India,AI926,BLR,MAA,19,16,2,3,0,1,Clear/Partly Cloudy,24.4,62.2,24.8,9.7,1.2,11.2,95.7,2,40.1,40,1
2024-01-21,IndiGo,IN5101,MAA,RPR,11,47,6,1,1,0,Clear/Partly Cloudy,17.4,53.6,4.0,12.1,0.0,16.8,48.8,8,23.5,36,1
2024-05-20,Akasa Air,AK6259,DEL,HYD,16,31,0,5,0,0,Clear/Partly Cloudy,26.9,69.4,8.9,9.5,0.9,41.9,59.4,6,40.5,37,1
2024-10-20,IndiGo,IN1200,DHM,GAU,17,0,6,10,1,1,Clear/Partly Cloudy,28.8,65.9,5.2,8.9,1.8,40.1,56.9,12,35.7,43,1
2024-10-31,Star Air,ST4447,BOM,HYD,19,14,3,10,0,1,Rain,26.6,48.9,4.5,11.1,4.9,29.8,83.1,0,39.1,49,1
2024-09-03,Air India Express,AI1955,BLR,GAY,18,55,1,9,0,1,Clear/Partly Cloudy,24.8,59.9,12.3,10.6,0.0,27.4,79.3,6,34.6,44,1
2023-01-25,Air India,AI780,MAA,BOM,6,49,2,1,0,0,Clear/Partly Cloudy,16.9,56.0,10.1,12.2,0.0,4.9,70.6,4,27.9,38,1
2023-10-30,IndiGo,IN9665,DEL,BLR,18,19,0,10,0,1,Rain,23.5,71.2,4.6,10.1,9.0,50.1,100.0,11,33.9,63,1
2024-02-09,Vistara,VI1049,AMD,IXC,18,45,4,2,0,1,Clear/Partly Cloudy,24.7,55.8,14.5,9.6,0.0,3.3,77.7,6,39.8,65,1
2023-07-04,SpiceJet,SP5594,HYD,COK,9,34,1,7,0,1,Clear/Partly Cloudy,38.3,55.8,3.4,9.1,0.4,12.5,98.0,3,33.5,49,1
2025-06-15,Akasa Air,AK3212,HYD,BHJ,6,31,6,6,1,0,Clear/Partly Cloudy,31.5,58.5,3.2,12.1,0.8,21.2,60.3,0,27.8,41,1
2023-10-05,IndiGo,IN5439,BOM,COK,21,1,3,10,0,1,Clear/Partly Cloudy,23.4,46.8,6.3,10.0,0.1,41.9,97.9,14,52.5,55,1
2025-10-06,Air India Express,AI241,CCU,HYD,6,15,0,10,0,0,Clear/Partly Cloudy,29.4,52.0,3.0,12.0,0.0,31.3,71.2,9,34.9,57,1
2025-05-23,IndiGo,IN656,NAG,MAA,9,21,4,5,0,1,Clear/Partly Cloudy,31.0,57.8,5.5,13.1,0.0,8.4,60.8,38,52.6,66,1
2024-11-07,IndiGo,IN6066,JGA,AMD,6,45,3,11,0,0,Clear/Partly Cloudy,27.0,71.6,11.2,11.1,1.0,40.0,34.9,10,20.3,0,0
2023-05-18,IndiGo,IN3485,GWL,JAI,17,52,3,5,0,1,Clear/Partly Cloudy,27.3,37.3,6.8,10.0,1.0,8.2,38.3,3,29.1,0,0
2025-10-11,Air India,AI9189,DBR,BOM,12,28,5,10,1,0,Clear/Partly Cloudy,28.3,65.0,4.3,11.6,2.3,48.7,58.7,0,23.5,54,1
2025-08-18,IndiGo,IN5305,IXY,AMD,23,46,0,8,0,0,Clear/Partly Cloudy,32.9,51.6,14.4,12.7,0.0,3.3,49.0,1,31.5,0,0
2025-08-19,Air India Express,AI3780,BLR,CCU,12,33,1,8,0,0,Clear/Partly Cloudy,34.4,62.2,3.9,11.4,0.4,26.8,65.6,19,43.3,49,1
2023-04-26,IndiGo,IN1580,HYD,VGA,14,33,2,4,0,0,Clear/Partly Cloudy,24.1,53.5,3.9,8.1,2.9,12.8,49.2,6,34.2,43,1
2025-01-09,Akasa Air,AK6743,LKO,TCR,23,43,3,1,0,0,Rain,24.0,63.4,6.8,11.2,4.4,29.5,26.6,0,21.0,0,0
2025-03-15,Akasa Air,AK1262,DEL,BOM,13,32,5,3,1,0,Clear/Partly Cloudy,25.1,60.7,3.2,10.1,1.6,18.2,74.4,4,40.7,45,1
2024-11-02,IndiGo,IN4251,BLR,HYD,13,55,5,11,1,0,Clear/Partly Cloudy,27.1,64.4,13.3,10.7,2.3,21.1,74.5,0,28.9,54,1
2024-02-18,Vistara,VI2147,COK,HYD,20,2,6,2,1,1,Clear/Partly Cloudy,18.4,35.5,6.5,10.8,0.5,0.0,100.0,13,52.2,51,1
2023-05-06,Air India Express,AI675,HYD,DEL,8,26,5,5,1,1,Clear/Partly Cloudy,25.9,52.0,2.6,12.5,0.0,27.3,100.0,5,44.4,56,1
2024-01-22,Air India Express,AI8708,CCU,BOM,14,49,0,1,0,0,Clear/Partly Cloudy,19.2,59.3,0.6,12.2,2.9,26.6,74.5,10,40.3,40,1
2025-11-14,Akasa Air,AK512,BOM,DEL,11,13,4,11,0,0,Clear/Partly Cloudy,25.5,54.3,12.7,9.8,2.4,31.6,64.6,10,39.7,46,1
2024-05-22,Air India,AI2331,AMD,VOPN,13,4,2,5,0,0,Rain,35.2,59.5,2.2,10.9,3.5,29.3,43.8,1,23.8,0,0
2023-12-14,Air India Express,AI1488,HYD,BOM,23,57,3,12,0,0,Rain,21.0,66.6,2.9,11.1,6.9,31.8,70.0,5,34.9,42,1
2025-12-07,Vistara,VI5844,BLR,BOM,19,20,6,12,1,1,Clear/Partly Cloudy,20.3,63.5,6.7,10.3,0.0,29.9,100.0,2,41.3,61,1
2023-06-22,Air India,AI9978,BLR,MAA,18,12,3,6,0,1,Clear/Partly Cloudy,38.7,63.1,9.0,10.5,0.0,23.8,88.7,7,46.1,56,1
2024-03-31,Air India Express,AI3265,KUU,DEL,9,45,6,3,1,1,Clear/Partly Cloudy,28.8,50.1,8.7,11.3,1.0,8.8,59.0,15,33.2,49,1
2024-06-05,Air India,AI7623,DEL,MAA,12,57,2,6,0,0,Clear/Partly Cloudy,29.7,61.5,7.5,10.7,0.0,45.7,68.9,10,38.0,48,1
2023-08-22,IndiGo,IN8032,COK,DEL,6,42,1,8,0,0,Clear/Partly Cloudy,35.8,66.6,3.9,11.2,0.3,33.1,74.5,3,34.5,48,1
2025-01-17,IndiGo,IN4923,BLR,CCU,18,13,4,1,0,1,Clear/Partly Cloudy,17.8,50.9,6.1,10.0,0.1,17.6,79.5,7,35.1,57,1
2024-08-16,IndiGo,IN2250,CCU,COK,18,8,4,8,0,1,Clear/Partly Cloudy,32.3,57.7,2.5,10.3,2.0,7.8,92.2,4,46.3,57,1
2024-07-30,IndiGo,IN8486,CCU,HYD,12,31,1,7,0,0,Clear/Partly Cloudy,30.1,51.6,9.5,11.3,0.0,14.4,76.2,0,39.3,48,1
2025-11-11,IndiGo,IN3035,MAA,BOM,22,32,1,11,0,0,Clear/Partly Cloudy,25.7,57.5,10.1,12.7,0.0,44.7,58.9,1,21.5,42,1
2024-10-13,SpiceJet,SP415,BOM,AMD,11,9,6,10,1,0,Clear/Partly Cloudy,28.7,66.5,4.0,10.3,0.1,43.3,82.6,1,30.1,39,1
2024-12-30,Air India,AI8543,BOM,BLR,5,33,0,12,0,0,Clear/Partly Cloudy,25.0,46.4,7.5,10.7,0.0,6.2,68.0,2,29.2,56,1
2024-01-25,Air India Express,AI8365,BLR,MAA,5,17,3,1,0,0,Clear/Partly Cloudy,15.8,58.5,2.3,9.6,0.0,40.8,63.8,13,41.9,48,1
2025-10-09,IndiGo,IN2655,MAA,BOM,19,5,3,10,0,1,Clear/Partly Cloudy,30.1,61.9,4.5,10.8,2.3,27.9,89.8,1,36.1,46,1
2025-06-01,IndiGo,IN2464,VOPN,AKD,23,39,6,6,1,0,Clear/Partly Cloudy,33.8,56.5,2.6,11.9,0.0,25.2,39.8,0,22.1,0,0
2025-05-17,Akasa Air,AK888,DEL,IXU,16,6,5,5,1,0,Clear/Partly Cloudy,30.6,69.3,3.2,11.1,0.2,22.7,51.9,3,26.8,43,1
2024-09-28,Akasa Air,AK7420,COK,DEL,7,42,5,9,1,1,Clear/Partly Cloudy,28.7,44.8,6.8,10.7,0.0,19.0,100.0,0,43.1,47,1
2023-07-07,Air India,AI1672,CCU,DEL,9,55,4,7,0,1,Clear/Partly Cloudy,34.0,67.1,1.4,11.0,0.0,13.3,87.3,4,41.3,42,1
2024-03-18,Air India Express,AI4219,CCU,IXG,6,2,0,3,0,0,Clear/Partly Cloudy,24.5,49.6,6.7,11.6,0.0,29.2,55.9,5,24.0,33,1
2023-07-13,IndiGo,IN1262,JSA,BLR,15,44,3,7,0,0,Clear/Partly Cloudy,35.3,71.4,7.0,8.5,0.5,14.6,34.8,0,24.6,0,0
2025-03-15,IndiGo,IN4174,BLR,MYQ,9,11,5,3,1,1,Clear/Partly Cloudy,21.6,54.6,1.8,11.5,0.0,14.8,83.0,17,43.5,55,1
2023-01-01,IndiGo,IN5042,MAA,BOM,14,48,6,1,1,0,Clear/Partly Cloudy,24.1,70.9,5.4,11.5,0.0,22.8,63.3,7,25.2,33,1
2024-05-14,Air India Express,AI9875,SLV,CCU,17,40,1,5,0,1,Clear/Partly Cloudy,30.2,56.9,3.5,11.1,0.5,29.6,62.7,0,24.6,46,1
2023-10-09,SpiceJet,SP2804,BDQ,MAA,8,1,0,10,0,1,Clear/Partly Cloudy,28.6,52.2,3.6,12.2,1.7,35.7,67.3,3,31.0,43,1
2024-05-28,Fly91,FL2033,AJL,COK,15,48,1,5,0,0,Rain,29.4,75.2,2.3,10.9,5.6,34.2,34.8,3,26.0,0,0
2024-08-17,Akasa Air,AK5353,COK,BOM,5,48,5,8,1,0,Clear/Partly Cloudy,26.7,56.5,5.0,10.1,0.1,35.2,80.4,0,37.7,50,1
2023-08-13,IndiGo,IN3664,BLR,DEL,15,8,6,8,1,0,Clear/Partly Cloudy,34.1,50.9,4.1,11.0,0.7,24.6,69.9,5,28.5,47,1
2023-01-05,SpiceJet,SP9866,BOM,BLR,20,56,3,1,0,1,Clear/Partly Cloudy,16.1,29.2,7.6,14.0,1.5,22.3,87.7,11,42.7,57,1
2024-01-06,Air India Express,AI4975,BOM,BLR,17,39,5,1,1,1,Clear/Partly Cloudy,26.9,43.8,0.5,10.3,0.9,13.4,100.0,6,43.8,68,1
2024-09-04,Vistara,VI2074,HYD,BLR,9,10,2,9,0,1,Clear/Partly Cloudy,25.5,67.4,5.2,12.2,1.3,26.1,90.9,1,37.6,90,1
2024-06-09,IndiGo,IN3221,JAI,HYD,20,53,6,6,1,1,Clear/Partly Cloudy,34.8,57.4,8.6,10.8,2.3,21.8,72.3,1,28.8,48,1
2024-04-25,Akasa Air,AK8323,AMD,LEH,7,55,3,4,0,1,Clear/Partly Cloudy,23.1,63.1,17.3,9.8,0.0,19.5,65.3,19,33.5,43,1
2024-07-30,IndiGo,IN2796,HYD,BLR,18,54,1,7,0,1,Clear/Partly Cloudy,32.3,41.9,8.3,11.9,0.9,0.0,99.7,11,43.5,51,1
2023-03-07,IndiGo,IN5957,BLR,HYD,18,27,1,3,0,1,Clear/Partly Cloudy,20.7,52.0,1.5,9.9,1.5,15.6,90.5,14,50.1,49,1
2025-02-13,Akasa Air,AK5103,COK,AGR,8,4,3,2,0,1,Clear/Partly Cloudy,23.2,71.4,11.3,10.9,0.4,26.1,80.3,1,42.9,46,1
2024-05-27,Star Air,ST2209,DEL,BOM,18,35,0,5,0,1,Clear/Partly Cloudy,33.3,42.2,10.4,11.8,1.6,36.1,97.1,6,37.0,92,1
2023-12-22,Air India,AI3741,AMD,CCU,13,0,4,12,0,0,Clear/Partly Cloudy,18.2,43.2,5.2,13.3,0.1,27.8,51.1,5,32.1,34,1
2024-12-08,IndiGo,IN2759,MAA,VOPC,11,17,6,12,1,0,Clear/Partly Cloudy,18.7,48.3,6.3,11.1,0.0,39.9,58.7,7,36.7,49,1
2025-01-21,Akasa Air,AK7048,DEL,BLR,14,53,1,1,0,0,Clear/Partly Cloudy,22.3,48.1,11.9,13.4,0.0,31.9,66.6,0,33.5,35,1
2024-02-16,IndiGo,IN1516,BLR,DEL,20,52,4,2,0,1,Clear/Partly Cloudy,16.4,44.2,5.1,11.8,0.6,0.0,100.0,10,47.2,76,1
2023-05-24,Alliance Air,AL4943,IXR,JRH,8,6,2,5,0,1,Clear/Partly Cloudy,25.1,55.3,2.1,11.6,0.0,34.1,59.6,3,32.4,45,1
2023-11-06,Air India,AI3719,AJL,CCU,8,25,0,11,0,1,Clear/Partly Cloudy,27.1,52.5,5.7,10.5,0.0,1.0,67.1,0,31.3,36,1
2025-04-09,Air India,AI5855,BOM,DEL,22,26,2,4,0,0,Rain,24.7,65.0,1.7,10.1,4.4,33.6,74.5,11,37.9,49,1
2023-10-10,IndiGo,IN2835,DEL,CCU,9,44,1,10,0,1,Clear/Partly Cloudy,31.6,43.7,6.7,9.8,1.5,27.3,96.3,6,51.5,53,1
2025-11-18,Air India,AI9188,DEL,HYD,7,38,1,11,0,1,Clear/Partly Cloudy,26.0,60.5,10.5,11.4,1.8,18.3,92.1,24,44.6,53,1
2025-01-09,IndiGo,IN8277,MAA,DEL,21,2,3,1,0,1,Clear/Partly Cloudy,18.4,62.0,4.0,12.1,0.0,21.7,96.6,1,45.8,61,1
2024-03-17,Alliance Air,AL7761,CCU,BOM,18,41,6,3,1,1,Clear/Partly Cloudy,23.6,48.8,7.1,10.9,0.0,6.4,96.1,8,55.3,55,1
2024-01-23,SpiceJet,SP3833,RDP,BOM,21,31,1,1,0,1,Clear/Partly Cloudy,17.3,45.8,8.9,13.4,0.1,11.1,66.7,5,27.9,52,1
2023-11-24,IndiGo,IN7968,HYD,IXJ,21,34,4,11,0,1,Clear/Partly Cloudy,28.2,63.2,7.8,12.2,0.0,34.1,65.9,11,42.7,0,0
2024-01-07,IndiGo,IN8754,BOM,CCU,20,2,6,1,1,1,Clear/Partly Cloudy,21.3,64.4,1.9,12.5,0.8,27.4,100.0,1,43.9,61,1
2023-07-10,IndiGo,IN5980,BLR,HYD,21,16,0,7,0,1,Clear/Partly Cloudy,33.3,53.3,2.1,9.7,0.9,33.0,86.0,4,43.4,66,1
2025-04-25,Air India Express,AI5859,MAA,AMD,18,33,4,4,0,1,Rain,21.9,68.7,5.2,10.9,4.3,47.7,94.1,8,47.8,50,1
2024-06-06,IndiGo,IN1435,PBD,COK,11,4,3,6,0,0,Clear/Partly Cloudy,31.1,44.8,10.5,9.9,0.0,26.4,49.2,4,22.1,0,0
2023-11-26,Air India Express,AI7612,DEL,BOM,9,11,6,11,1,1,Clear/Partly Cloudy,22.5,63.9,2.8,8.8,0.3,23.1,100.0,14,50.7,64,1
2023-07-13,IndiGo,IN588,COK,CCU,14,53,3,7,0,0,Clear/Partly Cloudy,35.4,64.2,2.5,11.3,0.0,35.7,60.9,4,26.8,0,0
2024-04-23,Fly91,FL1299,BOM,BLR,19,53,1,4,0,1,Rain,32.1,45.6,4.8,12.3,4.7,6.9,100.0,3,45.5,48,1
2025-06-28,Air India,AI578,COK,GWL,17,12,5,6,1,1,Clear/Partly Cloudy,34.1,48.4,1.6,10.1,0.0,20.9,86.8,0,28.3,46,1
2024-06-12,IndiGo,IN8106,HYD,BLR,20,50,2,6,0,1,Clear/Partly Cloudy,33.7,58.9,4.4,12.9,0.0,7.6,90.2,4,30.7,54,1
2024-05-01,IndiGo,IN3938,ATQ,MAA,16,53,2,5,0,0,Clear/Partly Cloudy,32.2,33.6,8.6,12.3,0.0,28.8,41.9,13,32.2,43,1
2025-06-18,IndiGo,IN7410,DEL,BLR,10,20,2,6,0,1,Clear/Partly Cloudy,34.1,62.5,2.7,9.4,0.0,17.8,94.6,4,44.5,59,1
2024-01-22,IndiGo,IN2757,HYD,IXJ,6,40,0,1,0,0,Clear/Partly Cloudy,17.1,62.1,1.9,11.6,0.0,44.1,52.3,21,40.0,0,0
2025-07-19,IndiGo,IN3229,GOI,BHO,13,8,5,7,1,0,Clear/Partly Cloudy,35.4,63.4,3.1,9.3,1.5,41.9,23.3,2,16.2,0,0
2023-02-19,Air India,AI5206,MAA,BOM,7,45,6,2,1,1,Clear/Partly Cloudy,23.2,53.5,8.3,9.3,0.0,20.3,95.8,1,41.2,47,1
2024-10-01,Air India,AI7445,BLR,GOP,15,51,1,10,0,0,Clear/Partly Cloudy,26.3,54.1,6.0,10.6,0.0,23.6,42.8,2,21.4,0,0
2023-04-09,Star Air,ST5757,BOM,CCU,21,57,6,4,1,1,Clear/Partly Cloudy,30.6,49.8,1.7,10.8,0.3,19.7,100.0,3,37.6,44,1
2024-02-29,Air India Express,AI8439,BLR,COK,12,53,3,2,0,0,Clear/Partly Cloudy,14.0,61.1,6.5,12.4,0.6,39.9,81.1,13,43.2,53,1
2024-08-07,Air India,AI6457,HYD,COK,17,39,2,8,0,1,Clear/Partly Cloudy,32.4,68.2,3.0,9.7,1.3,25.3,91.6,0,43.7,47,1
2025-08-31,IndiGo,IN8243,BOM,BLR,9,50,6,8,1,1,Clear/Partly Cloudy,26.3,62.7,0.6,10.1,2.9,37.9,100.0,5,40.7,55,1
2024-11-28,Akasa Air,AK8465,JGA,MAA,23,57,3,11,0,0,Clear/Partly Cloudy,32.0,64.6,4.1,10.2,2.4,38.6,42.5,5,32.8,0,0
2024-05-05,Vistara,VI5341,VOPC,BOM,10,10,6,5,1,1,Clear/Partly Cloudy,27.7,44.6,4.5,10.2,2.5,34.4,76.2,19,49.0,63,1
2024-06-18,IndiGo,IN2251,BOM,DEL,10,2,1,6,0,1,Clear/Partly Cloudy,27.2,53.2,3.3,10.5,0.0,17.4,82.8,4,34.2,50,1
2023-02-21,IndiGo,IN646,BLR,STV,9,36,1,2,0,1,Rain,19.3,49.4,6.0,12.6,4.0,16.8,86.8,7,46.4,50,1
2025-07-07,Alliance Air,AL1734,AMD,HYD,9,41,0,7,0,1,Rain,39.5,49.8,4.1,12.1,3.5,5.0,92.0,0,32.0,67,1
2023-10-21,IndiGo,IN4026,IXR,DEL,20,57,5,10,1,1,Clear/Partly Cloudy,29.4,44.4,3.1,11.4,1.0,24.7,90.0,0,41.0,52,1
2023-07-26,IndiGo,IN8093,CCU,HYD,7,39,2,7,0,1,Clear/Partly Cloudy,35.3,49.3,16.9,9.8,0.0,2.5,98.1,9,42.3,54,1
2023-07-30,IndiGo,IN2199,CCU,BOM,5,14,6,7,1,0,Clear/Partly Cloudy,29.0,49.0,3.4,10.9,0.0,31.1,62.7,5,27.1,35,1
2024-01-27,IndiGo,IN8625,RDP,CCU,12,11,5,1,1,0,Clear/Partly Cloudy,20.8,53.8,1.7,11.6,0.0,4.5,46.9,5,17.4,0,0
2023-07-17,Alliance Air,AL1466,IXG,IXU,22,28,0,7,0,0,Clear/Partly Cloudy,31.9,63.0,1.9,11.9,0.5,27.1,23.9,0,20.5,0,0
2025-08-22,IndiGo,IN9365,BLR,DEL,19,51,4,8,0,1,Clear/Partly Cloudy,24.4,51.5,3.7,10.9,0.4,26.3,94.6,4,35.3,50,1
2025-02-14,Air India,AI3318,HYD,BLR,22,37,4,2,0,0,Clear/Partly Cloudy,22.7,61.7,9.8,12.2,2.5,36.5,69.8,15,46.2,54,1
2025-10-26,IndiGo,IN2741,AMD,COK,12,26,6,10,1,0,Clear/Partly Cloudy,29.7,52.5,1.4,11.4,0.0,27.9,68.1,15,46.9,59,1
2025-05-20,Star Air,ST1840,BLR,DEL,13,15,1,5,0,0,Clear/Partly Cloudy,30.7,58.7,7.1,10.6,0.0,8.5,78.2,27,57.4,60,1
2023-05-24,Star Air,ST3010,BOM,DEL,22,43,2,5,0,0,Clear/Partly Cloudy,23.2,56.0,1.7,10.1,2.6,19.7,51.8,13,29.2,55,1
2024-03-23,Akasa Air,AK5059,MAA,COK,23,50,5,3,1,0,Clear/Partly Cloudy,27.4,55.8,5.8,10.7,1.1,26.4,66.4,9,38.0,0,0
2023-10-15,Akasa Air,AK3213,VTU,COK,23,25,6,10,1,0,Clear/Partly Cloudy,22.9,40.1,1.2,11.6,0.0,29.2,54.0,9,37.3,46,1
2023-04-04,IndiGo,IN4914,BOM,IXM,13,22,1,4,0,0,Clear/Partly Cloudy,27.3,48.9,10.2,12.4,1.6,34.5,37.5,12,30.9,33,1
2024-01-23,Air India Express,AI8257,BOM,SLV,9,46,1,1,0,1,Rain,18.4,25.6,7.9,12.0,3.2,0.0,63.8,3,27.4,42,1
2025-07-18,IndiGo,IN729,BLR,BOM,18,6,4,7,0,1,Clear/Partly Cloudy,34.3,49.1,4.9,12.1,0.8,17.8,90.9,0,20.4,66,1
2023-07-20,IndiGo,IN6202,RDP,BLR,17,48,3,7,0,1,Clear/Partly Cloudy,32.7,58.6,5.2,12.1,0.0,24.0,56.0,2,24.9,40,1
2025-10-26,IndiGo,IN2312,JDH,BOM,15,24,6,10,1,0,Clear/Partly Cloudy,27.4,57.1,1.2,10.0,1.1,34.5,42.6,22,42.6,46,1
2025-04-09,Star Air,ST6394,BOM,HYD,14,59,2,4,0,0,Clear/Partly Cloudy,31.5,55.1,2.7,8.6,0.0,17.4,76.3,9,38.7,66,1
2024-09-11,IndiGo,IN1851,COK,BOM,23,33,2,9,0,0,Clear/Partly Cloudy,31.2,73.5,4.0,10.0,1.3,36.7,73.1,5,33.7,40,1
2023-07-27,SpiceJet,SP3611,BOM,AKD,19,39,3,7,0,1,Clear/Partly Cloudy,31.3,53.6,9.2,10.4,0.0,33.7,66.7,3,30.8,34,1
2024-06-30,IndiGo,IN4412,AMD,HYD,12,1,6,6,1,0,Clear/Partly Cloudy,34.8,25.4,23.9,15.0,0.0,1.2,60.4,0,22.7,42,1
2025-07-10,Air India Express,AI9985,BLR,CCU,18,23,3,7,0,1,Clear/Partly Cloudy,28.4,72.4,3.6,10.6,0.0,48.5,97.1,17,45.1,69,1
2024-11-09,Akasa Air,AK2368,HYD,RAJ,14,45,5,11,1,0,Clear/Partly Cloudy,22.7,59.2,0.8,11.4,0.0,16.5,50.6,1,34.6,28,1
2024-11-19,Air India,AI5107,DEL,AMD,18,6,1,11,0,1,Clear/Partly Cloudy,30.7,71.0,7.7,9.8,1.3,32.6,82.1,6,42.0,50,1
2024-05-24,SpiceJet,SP3030,DEL,BLR,23,59,4,5,0,0,Clear/Partly Cloudy,33.7,62.2,4.4,12.6,0.9,24.6,69.8,0,23.4,49,1
2023-05-06,Star Air,ST3043,DEL,JGA,23,9,5,5,1,0,Clear/Partly Cloudy,27.8,46.8,2.4,8.9,1.2,33.0,55.1,0,33.2,31,1
2025-05-14,IndiGo,IN2064,CCU,DED,10,0,2,5,0,1,Clear/Partly Cloudy,28.6,56.6,1.6,8.1,0.0,26.4,70.1,0,29.7,50,1
2024-10-05,Air India Express,AI5315,SLV,MYQ,11,49,5,10,1,0,Rain,26.0,44.8,0.4,9.6,4.5,28.2,43.6,4,25.9,0,0
2025-02-11,Alliance Air,AL8488,HYD,BOM,6,31,1,2,0,0,Clear/Partly Cloudy,24.6,63.6,8.0,9.0,0.0,25.8,73.6,10,34.4,50,1
2023-03-31,Air India Express,AI3501,ATQ,HYD,6,46,4,3,0,0,Clear/Partly Cloudy,28.0,62.4,2.0,12.2,1.8,19.1,28.9,12,20.6,0,0
2025-07-01,Akasa Air,AK5210,BOM,DEL,21,8,1,7,0,1,Clear/Partly Cloudy,37.0,51.2,1.3,12.7,2.3,25.2,90.4,14,46.1,60,1
2024-07-08,IndiGo,IN6205,BOM,MAA,19,13,0,7,0,1,Clear/Partly Cloudy,30.6,58.7,10.1,10.0,1.4,36.0,94.4,5,54.2,46,1
2024-05-13,IndiGo,IN6954,BLR,VOBL,6,23,0,5,0,0,Clear/Partly Cloudy,26.9,68.0,11.5,11.6,0.0,30.8,50.2,0,26.8,0,0
2025-06-14,IndiGo,IN4888,SHL,DEL,19,57,5,6,1,1,Rain,32.9,53.6,6.1,10.7,3.7,26.7,77.9,3,30.5,51,1
2025-05-01,IndiGo,IN7056,AMD,COK,8,53,3,5,0,1,Rain,29.3,65.9,15.8,11.1,7.4,24.9,93.3,16,46.6,60,1
2024-06-20,IndiGo,IN413,KUU,BLR,12,22,3,6,0,0,Clear/Partly Cloudy,31.8,67.3,6.5,8.6,2.8,42.9,41.3,6,28.7,0,0
2023-04-11,Air India Express,AI2250,CCU,BLR,22,18,1,4,0,0,Clear/Partly Cloudy,30.1,45.3,3.0,10.5,2.9,26.3,79.0,6,36.3,48,1
2024-12-26,IndiGo,IN1776,DEL,BOM,16,42,3,12,0,0,Clear/Partly Cloudy,25.0,45.4,2.3,9.5,1.3,19.1,73.9,2,41.4,40,1
2024-06-14,IndiGo,IN427,COK,DEL,20,38,4,6,0,1,Clear/Partly Cloudy,31.7,55.2,7.5,11.8,0.0,32.9,83.8,2,37.2,46,1
2025-10-02,IndiGo,IN6522,BLR,COK,16,53,3,10,0,0,Clear/Partly Cloudy,24.8,41.0,6.5,12.9,1.6,19.1,66.6,8,30.6,37,1
2025-02-10,Fly91,FL9087,HYD,DEL,21,6,0,2,0,1,Rain,26.0,49.5,4.1,11.4,4.4,4.9,100.0,5,45.3,59,1
2024-01-28,IndiGo,IN5815,BOM,DEL,19,29,6,1,1,1,Clear/Partly Cloudy,27.3,47.2,3.3,11.3,0.0,30.0,100.0,5,35.9,52,1
